commodity,month,avg_price
Beans,6/1/2010,55.81
Beans,7/1/2010,42.345
Beans,8/1/2010,46.67666667
Beans,9/1/2010,60.2
Beans,10/1/2010,53.93666667
Beans,11/1/2010,48.21666667
Beans,12/1/2010,55.5475
Beans,1/1/2011,56.43333333
Beans,2/1/2011,47.81
Beans,3/1/2011,59.735
Beans,4/1/2011,77.08
Beans,5/1/2011,69.28
Beans,6/1/2011,78.095
Beans,7/1/2011,73.98333333
Beans,8/1/2011,67.4575
Beans,9/1/2011,70.505
Beans,10/1/2011,60.45
Beans,11/1/2011,63.33
Beans,12/1/2011,68.15333333
Beans,1/1/2012,65.72666667
Beans,2/1/2012,57.07
Beans,3/1/2012,65.43
Beans,4/1/2012,69.9525
Beans,5/1/2012,62.86333333
Beans,6/1/2012,76.165
Beans,7/1/2012,63.12666667
Beans,8/1/2012,53.055
Beans,9/1/2012,54.5
Beans,10/1/2012,57.34
Beans,11/1/2012,57.58
Beans,12/1/2012,60.4
Beans,1/1/2013,64.21666667
Beans,2/1/2013,65.5975
Beans,3/1/2013,67.46666667
Beans,4/1/2013,73.705
Beans,5/1/2013,72.9675
Beans,6/1/2013,70.72333333
Beans,7/1/2013,60.83
Beans,8/1/2013,70.25
Beans,9/1/2013,72.192
Beans,10/1/2013,71.51
Beans,11/1/2013,65.87333333
Beans,12/1/2013,72.13333333
Beans,1/1/2014,76.48
Beans,2/1/2014,69.59666667
Beans,3/1/2014,72.61
Beans,4/1/2014,78.905
Beans,5/1/2014,73.935
Beans,6/1/2014,78.27
Beans,7/1/2014,69.11666667
Beans,8/1/2014,73.23666667
Beans,9/1/2014,73.6175
Beans,10/1/2014,67.32666667
Beans,11/1/2014,55.3
Beans,12/1/2014,65.04
Beans,1/1/2015,73.255
Beans,2/1/2015,68.01333333
Beans,3/1/2015,69.16333333
Beans,4/1/2015,76.08
Beans,5/1/2015,77.04
Beans,6/1/2015,77.06
Beans,7/1/2015,64.8
Beans,8/1/2015,58.53333333
Beans,9/1/2015,59.59
Beans,10/1/2015,64.04
Beans,11/1/2015,69.18
Beans,12/1/2015,71.04
Beans,1/1/2016,66.11
Beans,2/1/2016,64.62666667
Beans,3/1/2016,70.52
Beans,4/1/2016,65.43
Beans,5/1/2016,62
Beans,6/1/2016,64.03666667
Beans,7/1/2016,55.9
Beans,8/1/2016,49.525
Beans,9/1/2016,61.21333333
Beans,10/1/2016,62.975
Beans,11/1/2016,61.675
Beans,12/1/2016,69.62333333
Beans,1/1/2017,70.86666667
Beans,2/1/2017,69.945
Beans,3/1/2017,81.28333333
Beans,4/1/2017,89.42
Beans,5/1/2017,87.41
Beans,6/1/2017,76.975
Beans,7/1/2017,75.355
Beans,8/1/2017,80.37333333
Beans,9/1/2017,79.09666667
Beans,10/1/2017,81.60666667
Beans,11/1/2017,76.44
Beans,12/1/2017,76.135
Beans,1/1/2018,78.048
Beans,2/1/2018,66.03666667
Beans,3/1/2018,67.17
Beans,4/1/2018,62.81
Beans,5/1/2018,62.31333333
Beans,6/1/2018,53.045
Beans,7/1/2018,48.91666667
Beans,8/1/2018,45.67333333
Beans,9/1/2018,54.18666667
Beans,10/1/2018,58.735
Beans,11/1/2018,54.68
Beans,12/1/2018,56.0375
Beans,2/1/2019,53.36
Beans,3/1/2019,51.23
Beans,4/1/2019,63.65
Beans,5/1/2019,70.09
Beans,6/1/2019,70.12
Beans,7/1/2019,82.785
Beans,9/1/2019,57.64
Beans,4/1/2020,78.41
Beans,1/1/2021,59.68
Beans,2/1/2021,60.16
Beans,3/1/2021,60.16
Beans,6/1/2021,65.81
Beans,8/1/2021,60.93
Beans,9/1/2021,60.05
Beans,10/1/2021,64.79
Beans (Dolichos),1/1/2021,8451
Beans (Dolichos),2/1/2021,7999
Beans (Dolichos),3/1/2021,8910
Beans (Dolichos),4/1/2021,9495
Beans (Dolichos),5/1/2021,7880.4
Beans (Dolichos),6/1/2021,7671.6
Beans (Dolichos),7/1/2021,7916.625
Beans (Dolichos),9/1/2021,10237.5
Beans (Dolichos),10/1/2021,7980.75
Beans (Dolichos),11/1/2021,9220.5
Beans (Dolichos),12/1/2021,9647.4
Beans (Dolichos),1/1/2022,8794.4
Beans (Dolichos),2/1/2022,7132.5
Beans (Dolichos),3/1/2022,8089.25
Beans (Dolichos),4/1/2022,9375
Beans (Dolichos),5/1/2022,10056.9375
Beans (Dolichos),6/1/2022,11596.28571
Beans (Dolichos),7/1/2022,11857
Beans (Dolichos),8/1/2022,10780.02
Beans (Dolichos),9/1/2022,10335.9375
Beans (Dolichos),10/1/2022,11774.6625
Beans (Dolichos),11/1/2022,12221
Beans (Dolichos),12/1/2022,12379.5
Beans (Dolichos),1/1/2023,13970.4
Beans (Dolichos),2/1/2023,14016.5
Beans (Dolichos),3/1/2023,14245
Beans (Dolichos),5/1/2023,14617.725
Beans (Dolichos),6/1/2023,14458
Beans (Dolichos),7/1/2023,14588.83333
Beans (Dolichos),9/1/2023,13500
Beans (Dolichos),10/1/2023,13500
Beans (Dolichos),12/1/2023,15498
Beans (Dolichos),1/1/2024,15717
Beans (Dolichos),2/1/2024,16342.2
Beans (Dolichos),3/1/2024,15550.2
Beans (Dolichos),4/1/2024,13400.1
Beans (Dolichos),5/1/2024,8400
Beans (Dolichos),6/1/2024,1500
Beans (Dolichos),7/1/2024,7471
Beans (Dolichos),1/1/2025,7785.9
Beans (Dolichos),2/1/2025,7340.04
Beans (Dry),1/1/2006,2279.333333
Beans (Dry),2/1/2006,3345
Beans (Dry),3/1/2006,2370.666667
Beans (Dry),4/1/2006,2937
Beans (Dry),5/1/2006,3931.65
Beans (Dry),6/1/2006,2418.85
Beans (Dry),7/1/2006,2003.666667
Beans (Dry),8/1/2006,1975
Beans (Dry),9/1/2006,2247.4375
Beans (Dry),10/1/2006,1985.583333
Beans (Dry),11/1/2006,2131.25
Beans (Dry),12/1/2006,2336.9375
Beans (Dry),1/1/2007,2218.5
Beans (Dry),2/1/2007,1541.25
Beans (Dry),3/1/2007,1941.293333
Beans (Dry),4/1/2007,1815
Beans (Dry),5/1/2007,3074.746667
Beans (Dry),6/1/2007,2378.11
Beans (Dry),7/1/2007,3434.956667
Beans (Dry),8/1/2007,3186.666667
Beans (Dry),9/1/2007,2347.625
Beans (Dry),10/1/2007,1891
Beans (Dry),11/1/2007,2697.5
Beans (Dry),12/1/2007,4350
Beans (Dry),2/1/2008,3813.333333
Beans (Dry),3/1/2008,5493.333333
Beans (Dry),4/1/2008,5417.666667
Beans (Dry),5/1/2008,3951.75
Beans (Dry),6/1/2008,3310.666667
Beans (Dry),7/1/2008,4540.025
Beans (Dry),8/1/2008,3274.25
Beans (Dry),9/1/2008,3798.5
Beans (Dry),10/1/2008,4883.223333
Beans (Dry),11/1/2008,3072
Beans (Dry),12/1/2008,3738.625
Beans (Dry),1/1/2009,4406
Beans (Dry),2/1/2009,4565
Beans (Dry),3/1/2009,5157.666667
Beans (Dry),4/1/2009,5014
Beans (Dry),5/1/2009,5296
Beans (Dry),6/1/2009,3190
Beans (Dry),7/1/2009,3352
Beans (Dry),8/1/2009,3700.8
Beans (Dry),9/1/2009,5034.5
Beans (Dry),10/1/2009,5394
Beans (Dry),11/1/2009,3526.666667
Beans (Dry),12/1/2009,3881.4
Beans (Dry),1/1/2010,3415
Beans (Dry),2/1/2010,3481.875
Beans (Dry),3/1/2010,2558.5
Beans (Dry),4/1/2010,3595.1
Beans (Dry),5/1/2010,3337.75
Beans (Dry),6/1/2010,4172
Beans (Dry),7/1/2010,4237
Beans (Dry),8/1/2010,3565
Beans (Dry),9/1/2010,4828
Beans (Dry),10/1/2010,2970
Beans (Dry),11/1/2010,4455
Beans (Dry),12/1/2010,4954
Beans (Dry),1/1/2011,4579.666667
Beans (Dry),2/1/2011,4035.8
Beans (Dry),3/1/2011,2975
Beans (Dry),4/1/2011,7079
Beans (Dry),5/1/2011,5304
Beans (Dry),6/1/2011,4867.5
Beans (Dry),7/1/2011,4091.666667
Beans (Dry),8/1/2011,4506.333333
Beans (Dry),9/1/2011,3870.333333
Beans (Dry),10/1/2011,3756.49
Beans (Dry),11/1/2011,4882.706
Beans (Dry),12/1/2011,5146.5
Beans (Dry),1/1/2012,5642.5
Beans (Dry),2/1/2012,3547.333333
Beans (Dry),3/1/2012,4612.3275
Beans (Dry),4/1/2012,5086.8375
Beans (Dry),5/1/2012,4809.286667
Beans (Dry),6/1/2012,7616.666667
Beans (Dry),7/1/2012,4363.333333
Beans (Dry),8/1/2012,4200.333333
Beans (Dry),9/1/2012,4709
Beans (Dry),10/1/2012,4632.25
Beans (Dry),11/1/2012,3760.333333
Beans (Dry),12/1/2012,2963.5
Beans (Dry),1/1/2013,5112
Beans (Dry),2/1/2013,4361.15
Beans (Dry),3/1/2013,6183
Beans (Dry),4/1/2013,4928.666667
Beans (Dry),5/1/2013,5560.8
Beans (Dry),6/1/2013,5058.6
Beans (Dry),7/1/2013,6279.333333
Beans (Dry),8/1/2013,4349.666667
Beans (Dry),9/1/2013,4255.333333
Beans (Dry),10/1/2013,5528.6
Beans (Dry),11/1/2013,6602.5
Beans (Dry),12/1/2013,5160.75
Beans (Dry),1/1/2014,7176.5
Beans (Dry),2/1/2014,4843.1875
Beans (Dry),3/1/2014,5006.333333
Beans (Dry),4/1/2014,7053.333333
Beans (Dry),5/1/2014,7368
Beans (Dry),6/1/2014,6432.666667
Beans (Dry),7/1/2014,4261.75
Beans (Dry),8/1/2014,4804.895
Beans (Dry),9/1/2014,4412.125
Beans (Dry),10/1/2014,6039.813333
Beans (Dry),11/1/2014,6158.335
Beans (Dry),12/1/2014,4655.333333
Beans (Dry),1/1/2015,1906.566667
Beans (Dry),2/1/2015,5438.38
Beans (Dry),3/1/2015,3075.757143
Beans (Dry),4/1/2015,4773.483333
Beans (Dry),5/1/2015,3879.333333
Beans (Dry),6/1/2015,3070
Beans (Dry),7/1/2015,4176.833333
Beans (Dry),8/1/2015,5865
Beans (Dry),9/1/2015,3233.5
Beans (Dry),10/1/2015,2971.875
Beans (Dry),11/1/2015,2993
Beans (Dry),12/1/2015,2341.8
Beans (Dry),1/1/2016,4210.5
Beans (Dry),2/1/2016,3267
Beans (Dry),3/1/2016,3145.6
Beans (Dry),4/1/2016,71
Beans (Dry),5/1/2016,2902.8
Beans (Dry),6/1/2016,1600
Beans (Dry),7/1/2016,2559.4
Beans (Dry),8/1/2016,1322.25
Beans (Dry),9/1/2016,3906.857143
Beans (Dry),10/1/2016,2865.5
Beans (Dry),11/1/2016,5177.666667
Beans (Dry),12/1/2016,3638.666667
Beans (Dry),1/1/2017,3434.033333
Beans (Dry),2/1/2017,3181.6
Beans (Dry),3/1/2017,4103.716667
Beans (Dry),4/1/2017,5979.466667
Beans (Dry),5/1/2017,5523
Beans (Dry),6/1/2017,4287.685714
Beans (Dry),7/1/2017,4117.05
Beans (Dry),8/1/2017,3139.4
Beans (Dry),9/1/2017,4081.311111
Beans (Dry),10/1/2017,3773.185
Beans (Dry),11/1/2017,4671
Beans (Dry),12/1/2017,4690
Beans (Dry),1/1/2018,104.175
Beans (Dry),2/1/2018,3769.575
Beans (Dry),3/1/2018,4694.208333
Beans (Dry),4/1/2018,5320.731429
Beans (Dry),5/1/2018,1869.375
Beans (Dry),6/1/2018,3676.85
Beans (Dry),7/1/2018,3702.55
Beans (Dry),8/1/2018,5054.806
Beans (Dry),9/1/2018,4163.583333
Beans (Dry),10/1/2018,2842.8
Beans (Dry),11/1/2018,4424.428571
Beans (Dry),12/1/2018,3048.1325
Beans (Dry),1/1/2019,3150.857143
Beans (Dry),2/1/2019,3635.75
Beans (Dry),3/1/2019,3185
Beans (Dry),4/1/2019,5472.992857
Beans (Dry),5/1/2019,3815.785714
Beans (Dry),6/1/2019,4554.15
Beans (Dry),7/1/2019,5909.033333
Beans (Dry),8/1/2019,5065.62
Beans (Dry),9/1/2019,4457.02
Beans (Dry),10/1/2019,5170.816667
Beans (Dry),11/1/2019,4039.1
Beans (Dry),12/1/2019,2492.55
Beans (Dry),1/1/2020,2361.708333
Beans (Dry),2/1/2020,4242.875
Beans (Dry),3/1/2020,4526.025
Beans (Dry),4/1/2020,105.5
Beans (Dry),5/1/2020,105.125
Beans (Dry),6/1/2020,119.6
Beans (Dry),7/1/2020,108
Beans (Dry),8/1/2020,106.6
Beans (Dry),9/1/2020,107
Beans (Dry),10/1/2020,103.95
Beans (Dry),11/1/2020,108.5
Beans (Dry),12/1/2020,100.15
Beans (Dry),1/1/2021,94.34571429
Beans (Dry),2/1/2021,113.48
Beans (Dry),3/1/2021,100.7373684
Beans (Dry),4/1/2021,106.3223077
Beans (Dry),5/1/2021,103.7741667
Beans (Dry),6/1/2021,108.4726667
Beans (Dry),7/1/2021,106.4352632
Beans (Dry),8/1/2021,106.0533333
Beans (Dry),9/1/2021,109.128
Beans (Dry),10/1/2021,105.02875
Beans (Dry),11/1/2021,115.2938462
Beans (Dry),12/1/2021,109.2323077
Beans (Dry),1/1/2022,113.068
Beans (Dry),2/1/2022,107.8433333
Beans (Dry),3/1/2022,125
Beans (Dry),1/1/2023,133.3371429
Beans (Dry),2/1/2023,137.1358333
Beans (Dry),3/1/2023,138.015
Beans (Dry),4/1/2023,152.155
Beans (Dry),5/1/2023,161.08125
Beans (Dry),6/1/2023,191.36875
Beans (Dry),7/1/2023,193.1666667
Beans (Dry),10/1/2023,184.665
Beans (Dry),11/1/2023,193.8833333
Beans (Dry),12/1/2023,179.2671429
Beans (Dry),1/1/2024,178.5985714
Beans (Dry),2/1/2024,177.7628571
Beans (Dry),3/1/2024,178.056
Beans (Dry),4/1/2024,161.60375
Beans (Dry),5/1/2024,161.0071429
Beans (Dry),6/1/2024,167.664
Beans (Dry),7/1/2024,143.5514286
Beans (Dry),8/1/2024,145.7855556
Beans (Dry),9/1/2024,154.2857143
Beans (Dry),10/1/2024,139.3457143
Beans (Dry),11/1/2024,152.862
Beans (Dry),12/1/2024,138.0383333
Beans (Dry),1/1/2025,138.986
Beans (Dry),2/1/2025,147.2042857
Beans (Dry),3/1/2025,143.04875
Beans (Kidney),1/1/2021,6141.166667
Beans (Kidney),2/1/2021,7051
Beans (Kidney),3/1/2021,7367.375
Beans (Kidney),4/1/2021,7763.333333
Beans (Kidney),5/1/2021,7773.75
Beans (Kidney),6/1/2021,6172.5
Beans (Kidney),7/1/2021,6750
Beans (Kidney),9/1/2021,7200
Beans (Kidney),10/1/2021,7267
Beans (Kidney),11/1/2021,7313.916667
Beans (Kidney),2/1/2023,9954.31
Beans (Mung),1/1/2021,9000
Beans (Mung),2/1/2021,10800
Beans (Mung),3/1/2021,9600
Beans (Mung),4/1/2021,9534
Beans (Mung),5/1/2021,10899
Beans (Mung),6/1/2021,9218
Beans (Mung),7/1/2021,11048.75
Beans (Mung),9/1/2021,10743
Beans (Mung),10/1/2021,10416
Beans (Mung),11/1/2021,10731.125
Beans (Rosecoco),1/1/2021,7764
Beans (Rosecoco),2/1/2021,8675
Beans (Rosecoco),3/1/2021,7887.375
Beans (Rosecoco),4/1/2021,7981.375
Beans (Rosecoco),5/1/2021,9481
Beans (Rosecoco),6/1/2021,8530.285714
Beans (Rosecoco),7/1/2021,8064
Beans (Rosecoco),9/1/2021,8076
Beans (Rosecoco),10/1/2021,7471.375
Beans (Rosecoco),11/1/2021,7812
Beans (Rosecoco),12/1/2021,7710.888889
Beans (Rosecoco),1/1/2022,7437.25
Beans (Rosecoco),2/1/2022,7132.125
Beans (Rosecoco),3/1/2022,7595.625556
Beans (Rosecoco),4/1/2022,8334.466
Beans (Rosecoco),6/1/2022,9432
Beans (Rosecoco),7/1/2022,9754.428571
Beans (Rosecoco),8/1/2022,9409.34
Beans (Rosecoco),9/1/2022,10012.5
Beans (Rosecoco),10/1/2022,10287.3
Beans (Rosecoco),2/1/2023,12703.5
Beans (Rosecoco),3/1/2023,14202
Beans (Rosecoco),4/1/2023,13806.3
Beans (Rosecoco),5/1/2023,13728.97
Beans (Rosecoco),6/1/2023,14123
Beans (Rosecoco),9/1/2023,13500
Beans (Rosecoco),10/1/2023,13500
Beans (Rosecoco),12/1/2023,12600
Beans (Rosecoco),1/1/2024,12600
Beans (Rosecoco),2/1/2024,10600.2
Beans (Rosecoco),3/1/2024,13446.9
Beans (Rosecoco),5/1/2024,13350
Beans (Rosecoco),9/1/2024,13500
Beans (Rosecoco),2/1/2025,11899.8
Beans (Yellow),1/1/2021,8059.8
Beans (Yellow),2/1/2021,8863.5
Beans (Yellow),3/1/2021,8647
Beans (Yellow),4/1/2021,8350.555556
Beans (Yellow),5/1/2021,8732.576923
Beans (Yellow),6/1/2021,8888.142857
Beans (Yellow),7/1/2021,9213.444444
Beans (Yellow),8/1/2021,8680.75
Beans (Yellow),9/1/2021,9217.555556
Beans (Yellow),10/1/2021,8504.75
Beans (Yellow),11/1/2021,8637.46875
Beans (Yellow),12/1/2021,8421.166667
Beans (Yellow),1/1/2022,8190.125
Beans (Yellow),2/1/2022,8757.166667
Beans (Yellow),3/1/2022,8403.46875
Beans (Yellow),4/1/2022,8430.81
Beans (Yellow),5/1/2022,9163.071429
Beans (Yellow),6/1/2022,9991.818182
Beans (Yellow),7/1/2022,10334
Beans (Yellow),8/1/2022,10757.925
Beans (Yellow),9/1/2022,11246.41875
Beans (Yellow),10/1/2022,13320.975
Beans (Yellow),11/1/2022,13426.66667
Beans (Yellow),12/1/2022,13841.2
Beans (Yellow),1/1/2023,13223.66667
Beans (Yellow),2/1/2023,15050.1
Beans (Yellow),3/1/2023,14216.25
Beans (Yellow),4/1/2023,14581.58571
Beans (Yellow),5/1/2023,15010.41
Beans (Yellow),6/1/2023,15774.14286
Beans (Yellow),7/1/2023,15081.8
Beans (Yellow),2/1/2024,10350
Beans (Yellow),3/1/2024,13874.85
Beans (Yellow),4/1/2024,11766.76667
Beans (Yellow),5/1/2024,13489
Beans (Yellow),6/1/2024,14375
Beans (Yellow),7/1/2024,13112.5
Beans (Yellow),8/1/2024,15750
Beans (Yellow),9/1/2024,14760
Beans (Yellow),1/1/2025,12897.9
Bread,3/1/2006,26
Bread,4/1/2006,26
Bread,6/1/2006,26
Bread,10/1/2006,26
Bread,11/1/2006,27
Bread,12/1/2006,27
Bread,2/1/2007,27
Bread,5/1/2007,27
Bread,6/1/2007,27
Bread,7/1/2007,28
Bread,8/1/2007,28
Bread,9/1/2007,29
Bread,10/1/2007,30
Bread,2/1/2008,33
Bread,5/1/2008,33
Bread,6/1/2008,33
Bread,9/1/2008,34
Bread,1/1/2009,34
Bread,2/1/2009,34
Bread,3/1/2009,34
Bread,6/1/2009,34
Bread,7/1/2009,34
Bread,9/1/2009,33
Bread,10/1/2009,34
Bread,11/1/2009,34
Bread,12/1/2009,34
Bread,1/1/2010,34
Bread,2/1/2010,34
Bread,3/1/2010,34
Bread,6/1/2010,33
Bread,7/1/2010,34
Bread,10/1/2010,38
Bread,12/1/2010,39
Bread,1/1/2011,38
Bread,2/1/2011,38
Bread,5/1/2011,40
Bread,6/1/2011,40
Bread,7/1/2011,41
Bread,8/1/2011,40
Bread,10/1/2011,40
Bread,11/1/2011,41
Bread,12/1/2011,40
Bread,2/1/2012,43
Bread,3/1/2012,45
Bread,4/1/2012,48
Bread,5/1/2012,48
Bread,6/1/2012,45
Bread,7/1/2012,43
Bread,8/1/2012,43
Bread,11/1/2012,38
Bread,12/1/2012,36
Bread,2/1/2013,46
Bread,5/1/2013,45
Bread,7/1/2013,45
Bread,8/1/2013,46
Bread,9/1/2013,48
Bread,11/1/2013,50
Bread,2/1/2014,48.33
Bread,3/1/2014,47.75
Bread,4/1/2014,45
Bread,6/1/2014,46.88
Bread,7/1/2014,45
Bread,8/1/2014,44
Bread,9/1/2014,47
Bread,10/1/2014,50
Bread,11/1/2014,50
Bread,1/1/2015,48
Bread,3/1/2015,50
Bread,4/1/2015,50
Bread,5/1/2015,50
Bread,6/1/2015,50
Bread,7/1/2015,50
Bread,10/1/2015,50
Bread,12/1/2015,50
Bread,2/1/2016,52
Bread,3/1/2016,50
Bread,6/1/2016,48
Bread,7/1/2016,50
Bread,9/1/2016,46
Bread,10/1/2016,45
Bread,1/1/2017,50
Bread,2/1/2017,50
Bread,4/1/2017,50
Bread,5/1/2017,45
Bread,6/1/2017,45
Bread,8/1/2017,45
Bread,9/1/2017,44
Bread,10/1/2017,44
Bread,11/1/2017,44
Bread,12/1/2017,44
Bread,2/1/2018,45
Bread,3/1/2018,45
Bread,5/1/2018,44
Bread,7/1/2018,45
Bread,8/1/2018,45
Bread,9/1/2018,45
Bread,10/1/2018,45
Bread,11/1/2018,45
Bread,12/1/2018,45
Bread,1/1/2019,44
Bread,3/1/2019,44
Bread,5/1/2019,43
Bread,7/1/2019,43
Bread,8/1/2019,43
Bread,10/1/2019,43
Bread,11/1/2019,44
Bread,12/1/2019,44
Bread,1/1/2020,45
Bread,4/1/2020,43
Bread,6/1/2020,44
Bread,7/1/2020,45
Bread,8/1/2020,43
Bread,9/1/2020,44
Bread,10/1/2020,44
Bread,11/1/2020,45
Bread,12/1/2020,45
Cabbage,1/1/2021,1423.133333
Cabbage,2/1/2021,1843.306667
Cabbage,3/1/2021,1717.833333
Cabbage,4/1/2021,3019.727273
Cabbage,5/1/2021,3275.636364
Cabbage,6/1/2021,4451.333333
Cabbage,7/1/2021,4147
Cabbage,8/1/2021,4435.2
Cabbage,9/1/2021,3956.875
Cabbage,10/1/2021,3939.181818
Cabbage,11/1/2021,3236.216667
Cabbage,12/1/2021,2923.571429
Cabbage,1/1/2022,3515.666667
Cabbage,2/1/2022,3145.05
Cabbage,3/1/2022,3149.60625
Cabbage,5/1/2022,3324.76
Cabbage,6/1/2022,3442.3
Cabbage,7/1/2022,3237.5
Cabbage,8/1/2022,2997.666
Cabbage,9/1/2022,3319.224444
Cabbage,10/1/2022,3073.731818
Cabbage,11/1/2022,3605.833333
Cabbage,12/1/2022,2850.666667
Cabbage,1/1/2023,3275
Cabbage,2/1/2023,3189.94375
Cabbage,3/1/2023,4392.333333
Cabbage,4/1/2023,3216.54375
Cabbage,5/1/2023,2770.39
Cabbage,6/1/2023,3462.666667
Cabbage,7/1/2023,2406.222222
Cabbage,8/1/2023,3150
Cabbage,9/1/2023,2520
Cabbage,10/1/2023,3025
Cabbage,12/1/2023,2803.5
Cabbage,1/1/2024,2706.933333
Cabbage,2/1/2024,4548.18
Cabbage,3/1/2024,3078.81
Cabbage,4/1/2024,3088.666667
Cabbage,5/1/2024,2576.4
Cabbage,6/1/2024,1890
Cabbage,7/1/2024,4866.5
Cabbage,8/1/2024,3776
Cabbage,9/1/2024,3506
Cabbage,10/1/2024,2730.42
Cabbage,11/1/2024,2590.56
Cabbage,1/1/2025,2939.58
Cabbage,2/1/2025,2940.21
Cooking Fat,8/1/2020,104
Cooking Fat,1/1/2021,138.89
Cooking Fat,2/1/2021,145.05
Cooking Fat,3/1/2021,155.9733333
Cooking Fat,4/1/2021,172.1955556
Cooking Fat,5/1/2021,165.3333333
Cooking Fat,6/1/2021,189.3
Cooking Fat,7/1/2021,199.9042857
Cooking Fat,8/1/2021,185.81
Cooking Fat,9/1/2021,194.6855556
Cooking Fat,10/1/2021,185.85
Cooking Fat,11/1/2021,207.1666667
Cooking Fat,12/1/2021,200
Cooking Fat,1/1/2022,310
Cooking Fat,2/1/2022,261.665
Cooking Fat,1/1/2023,225
Cooking Fat,6/1/2023,250
Cooking Fat,11/1/2023,200
Cowpea Leaves,1/1/2021,48.5
Cowpea Leaves,2/1/2021,42.33333333
Cowpea Leaves,3/1/2021,32.16666667
Cowpea Leaves,4/1/2021,30
Cowpea Leaves,5/1/2021,25.21428571
Cowpea Leaves,6/1/2021,17
Cowpea Leaves,7/1/2021,35.75
Cowpea Leaves,8/1/2021,30
Cowpeas,1/1/2021,6372
Cowpeas,2/1/2021,7166.833333
Cowpeas,3/1/2021,6696.833333
Cowpeas,4/1/2021,6595.125
Cowpeas,5/1/2021,7862
Cowpeas,6/1/2021,7772.333333
Cowpeas,7/1/2021,7345.5
Cowpeas,9/1/2021,6187.5
Cowpeas,10/1/2021,7399.8
Cowpeas,11/1/2021,8205.75
Cowpeas,12/1/2021,8403.75
Cowpeas,1/1/2022,8748.285714
Cowpeas,2/1/2022,8736.75
Cowpeas,3/1/2022,7977.964286
Cowpeas,4/1/2022,9117.9
Cowpeas,5/1/2022,8634
Cowpeas,6/1/2022,9624
Cowpeas,7/1/2022,9200.25
Cowpeas,8/1/2022,9514.0125
Cowpeas,9/1/2022,10003.1
Cowpeas,10/1/2022,12941.4
Cowpeas,11/1/2022,12191.5
Cowpeas,12/1/2022,10802.2
Cowpeas,1/1/2023,13718
Cowpeas,2/1/2023,10539
Cowpeas,3/1/2023,9450.333333
Cowpeas,4/1/2023,10876.5
Cowpeas,5/1/2023,12483
